bib,source_identifier,page_number,hit,n_matches,primeiro_span_texto,primeiro_span_offset,regra_versao,extraction_run_id,result_status
090972,per090972_1912_17395,1,1,1,caixa do conver,31240,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17395,2,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17395,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17395,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17395,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17395,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17395,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17395,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17396,1,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17396,2,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17396,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17396,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17396,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17396,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17396,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17396,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17397,1,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17397,2,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17397,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17397,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17397,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17397,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17397,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17397,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17398,1,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17398,2,1,1,caixa de conver,13537,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17398,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17398,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17398,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17398,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17398,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17398,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17399,1,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17399,2,1,2,caixa de conver,19495,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17399,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17399,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17399,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17399,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17399,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17399,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17399,9,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17399,10,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17400,1,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17400,2,1,1,caixa de conver,6648,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17400,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17400,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17400,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17400,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17400,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17400,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17400,9,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17400,10,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17401,1,1,1,caixa do conver,13483,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17401,2,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17401,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17401,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17401,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17401,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17401,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17401,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17401,9,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17401,10,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17402,1,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17402,2,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17402,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17402,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17402,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17402,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17402,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17402,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17403,1,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17403,2,1,2,caixa de conver,12724,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17403,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17403,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17403,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17403,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17403,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17403,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17404,1,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17404,2,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17404,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17404,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17404,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17404,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17404,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17404,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17404,9,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17404,10,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17405,1,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17405,2,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17405,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17405,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17405,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17405,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17405,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17405,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17406,1,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17406,2,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17406,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17406,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17406,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17406,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17406,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17406,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17406,9,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17406,10,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17407,1,1,1,caixa do conver,8718,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17407,2,1,2,caixa de conver,18398,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17407,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17407,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17407,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17407,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17407,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17407,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17408,1,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17408,2,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17408,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17408,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17408,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17408,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
090972,per090972_1912_17408,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,17,ok
