bib,source_identifier,page_number,hit,n_matches,primeiro_span_texto,primeiro_span_offset,regra_versao,extraction_run_id,result_status
089842,per089842_1912_03818,1,1,1,caixa deconver,25269,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03818,2,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03818,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03818,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03818,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03818,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03818,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03818,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03818,9,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03818,10,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03818,11,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03818,12,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03819,1,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03819,2,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03819,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03819,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03819,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03819,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03819,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03819,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03819,9,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03819,10,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03820,1,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03820,2,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03820,3,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03820,4,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03820,5,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03820,6,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03820,7,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
089842,per089842_1912_03820,8,0,0,,,triagem/nome-caixa-conversao 1.0.0,8,ok
