source_identifier,page_number,result_status,char_count,text_sha256,source_pdf_sha256,text_relpath
per089842_1907_01999,1,ok,39746,d3121ba7bd4859ecb60f8ccb61afd56b15183120c01e91fd7a90f05a6a752f1f,bc9b80d72d0dc21c845f0bb56fd840c79e1cb2364867a6a18e1648de83504010,089842/per089842_1907_01999/p001.txt
per089842_1907_01999,2,ok,48038,62daac8aa7354ca8f981c10ae86ddc9ad22608dc32a0beec78e6092f4febeee7,bc9b80d72d0dc21c845f0bb56fd840c79e1cb2364867a6a18e1648de83504010,089842/per089842_1907_01999/p002.txt
per089842_1907_01999,3,ok,43376,b15ba2efa50636886c2559f4dd790bf5ac8716aa98d6ebc7453e57e2303483b8,bc9b80d72d0dc21c845f0bb56fd840c79e1cb2364867a6a18e1648de83504010,089842/per089842_1907_01999/p003.txt
per089842_1907_01999,4,ok,44874,4d1660e2da3be4dd64117ba51a759517afd2ff4ff1cf96e1ac91c596f5293c11,bc9b80d72d0dc21c845f0bb56fd840c79e1cb2364867a6a18e1648de83504010,089842/per089842_1907_01999/p004.txt
per089842_1907_01999,5,ok,32318,4a4072a7d9f5af58e43fb9696cb8cd8df1c340c04224caa897ac1812c65dd951,bc9b80d72d0dc21c845f0bb56fd840c79e1cb2364867a6a18e1648de83504010,089842/per089842_1907_01999/p005.txt
per089842_1907_01999,6,ok,22598,b71edb6996ad08c6683c2a1ca578cd9d4dd0d45b79fa08e717283e8eb15e2577,bc9b80d72d0dc21c845f0bb56fd840c79e1cb2364867a6a18e1648de83504010,089842/per089842_1907_01999/p006.txt
per089842_1907_01999,7,ok,30379,ea3fa1488db40ad04ecd013965768337890a37ba96a6749fa282df513e813508,bc9b80d72d0dc21c845f0bb56fd840c79e1cb2364867a6a18e1648de83504010,089842/per089842_1907_01999/p007.txt
per089842_1907_01999,8,ok,11900,089fde2fb2e6f689d7f6101574e33641f81c69fde6753cf1e48a70c67b725524,bc9b80d72d0dc21c845f0bb56fd840c79e1cb2364867a6a18e1648de83504010,089842/per089842_1907_01999/p008.txt
per089842_1907_01999,9,ok,5874,bc641a3b4b89481ad47a7a8574ecea8b89cbd506c64293958a2d39d54c383ddc,bc9b80d72d0dc21c845f0bb56fd840c79e1cb2364867a6a18e1648de83504010,089842/per089842_1907_01999/p009.txt
per089842_1907_01999,10,ok,7193,365d66ef73c2102ecef7314b544c9ee2dcb01da09ebd3c1b855fae8351f22646,bc9b80d72d0dc21c845f0bb56fd840c79e1cb2364867a6a18e1648de83504010,089842/per089842_1907_01999/p010.txt
per089842_1907_01999,11,ok,2664,b538a606790e43b53daa3f33dd8ca782cc20cb861eb6ed70b9027b41a500a57e,bc9b80d72d0dc21c845f0bb56fd840c79e1cb2364867a6a18e1648de83504010,089842/per089842_1907_01999/p011.txt
per089842_1907_01999,12,ok,2034,c6f0b25889a6807cd4b0dfcbf73fc8d96b851f021ea57973d31925ee19c7bd49,bc9b80d72d0dc21c845f0bb56fd840c79e1cb2364867a6a18e1648de83504010,089842/per089842_1907_01999/p012.txt
