source_identifier,page_number,result_status,char_count,text_sha256,source_pdf_sha256,text_relpath
per178691_1912_09948,1,ok,29480,4d6c5556dde190c4a000e32e13eb05d8e65a786542662466c630aa184eb68768,6123e0c5f230ada62a4da20d2bc6fe796298313c7e99fe872a1e467ef4d2f94a,178691/per178691_1912_09948/p001.txt
per178691_1912_09948,2,ok,37230,70350de9a63985b48f2be427c818f6361fbc18ee9e360a10a546ce067b94a04c,6123e0c5f230ada62a4da20d2bc6fe796298313c7e99fe872a1e467ef4d2f94a,178691/per178691_1912_09948/p002.txt
per178691_1912_09948,3,ok,49230,52832194da0681453935ace9bb1bf220b5d73f53a41ec8ee29f8a285576bfdc4,6123e0c5f230ada62a4da20d2bc6fe796298313c7e99fe872a1e467ef4d2f94a,178691/per178691_1912_09948/p003.txt
per178691_1912_09948,4,ok,46571,a6ac63cf6b0517ffb7138c757123c30869e1b7155ee53d50cdfce461e2b67221,6123e0c5f230ada62a4da20d2bc6fe796298313c7e99fe872a1e467ef4d2f94a,178691/per178691_1912_09948/p004.txt
per178691_1912_09948,5,ok,35939,0cbe5f046b1ac919d902c41ba330a56fb0fb0152d330018f2fe29f5632e1f46e,6123e0c5f230ada62a4da20d2bc6fe796298313c7e99fe872a1e467ef4d2f94a,178691/per178691_1912_09948/p005.txt
per178691_1912_09948,6,ok,48658,0a98604dda0ac40bef68395850c99f4cf786e7fb6c9b7d7f91875557e36dff12,6123e0c5f230ada62a4da20d2bc6fe796298313c7e99fe872a1e467ef4d2f94a,178691/per178691_1912_09948/p006.txt
per178691_1912_09948,7,ok,37523,5f265671bddde8a2bea6a5348d76673d3a825573e7d41738a60172c2ae8a232f,6123e0c5f230ada62a4da20d2bc6fe796298313c7e99fe872a1e467ef4d2f94a,178691/per178691_1912_09948/p007.txt
per178691_1912_09948,8,ok,42329,1c45c8bf1edd0e6818495ea7cc19facc9ae74bc2bf28cfb2cb5d14bbe77a7e93,6123e0c5f230ada62a4da20d2bc6fe796298313c7e99fe872a1e467ef4d2f94a,178691/per178691_1912_09948/p008.txt
per178691_1912_09948,9,ok,25489,163b670876882ef1e08f83c7f48b398cfadd085a0e25bdebbba56e318ee685d1,6123e0c5f230ada62a4da20d2bc6fe796298313c7e99fe872a1e467ef4d2f94a,178691/per178691_1912_09948/p009.txt
per178691_1912_09948,10,ok,8166,711cddecb91928ed05c20e897fad261e61e8a468905ac3d846a1c196962728f6,6123e0c5f230ada62a4da20d2bc6fe796298313c7e99fe872a1e467ef4d2f94a,178691/per178691_1912_09948/p010.txt
