source_identifier,page_number,result_status,char_count,text_sha256,source_pdf_sha256,text_relpath
per089842_1906_01635,1,ok,39477,355d7056017ff5b3032d0aa44c1c1486d5a13195bb039dbe5cdc25c2860076bd,143d9904338b197e461e6bfd36ea49a06ef7b3abfd984611c007288c999c9983,089842/per089842_1906_01635/p001.txt
per089842_1906_01635,2,ok,50638,e2065a49a82f7cb59553d4ef91d46b16df4abaaafe6f7d1c0117b88146777266,143d9904338b197e461e6bfd36ea49a06ef7b3abfd984611c007288c999c9983,089842/per089842_1906_01635/p002.txt
per089842_1906_01635,3,ok,48852,83eccf9198168a702a8ee4d3042d637f8ee0617a21e95d4ac3b9dcac8d39f18a,143d9904338b197e461e6bfd36ea49a06ef7b3abfd984611c007288c999c9983,089842/per089842_1906_01635/p003.txt
per089842_1906_01635,4,ok,49542,efff4ffbb7ac31d5334fb6c9db0e51f2f4d3bb7889ef5b793bbd575eecf79483,143d9904338b197e461e6bfd36ea49a06ef7b3abfd984611c007288c999c9983,089842/per089842_1906_01635/p004.txt
per089842_1906_01635,5,ok,40823,2153257fa5ea241a36acf36611c7fcae668d0add87345a50d30ee95513edfd88,143d9904338b197e461e6bfd36ea49a06ef7b3abfd984611c007288c999c9983,089842/per089842_1906_01635/p005.txt
per089842_1906_01635,6,ok,18484,fcaeaaec08931bb49619fed69f77da2f3c491fb556ac1f28a55e378f572e7e6f,143d9904338b197e461e6bfd36ea49a06ef7b3abfd984611c007288c999c9983,089842/per089842_1906_01635/p006.txt
per089842_1906_01635,7,ok,25616,511b8a8ad9598de0df16fe3a6fd93fcc618f6f5687f415b6f54f07f8f05e85ac,143d9904338b197e461e6bfd36ea49a06ef7b3abfd984611c007288c999c9983,089842/per089842_1906_01635/p007.txt
per089842_1906_01635,8,ok,7677,994fb3fc9ad1bbc36050dfa4918a77aa6ce93b9d22507faf68b6f1a28beb5eb0,143d9904338b197e461e6bfd36ea49a06ef7b3abfd984611c007288c999c9983,089842/per089842_1906_01635/p008.txt
per089842_1906_01635,9,ok,3855,5d47831c77589148faa81061b7c94e7317a6290a3adcde783a7753dc748dc6ac,143d9904338b197e461e6bfd36ea49a06ef7b3abfd984611c007288c999c9983,089842/per089842_1906_01635/p009.txt
per089842_1906_01635,10,ok,10787,4e4f3b2c1b2bc4a761c7001dc82114ae3770f7e2b7ca73976c6a961e48922d6f,143d9904338b197e461e6bfd36ea49a06ef7b3abfd984611c007288c999c9983,089842/per089842_1906_01635/p010.txt
per089842_1906_01635,11,ok,9477,b04d5fc6b28431a4a5b2b65767f34491f5e2275a8cecde7823925b22d50e9312,143d9904338b197e461e6bfd36ea49a06ef7b3abfd984611c007288c999c9983,089842/per089842_1906_01635/p011.txt
per089842_1906_01635,12,ok,11607,09fdd4aef6531e26d7b8f4e19798f77f1de1e84732cb49e79c98bbe09097adac,143d9904338b197e461e6bfd36ea49a06ef7b3abfd984611c007288c999c9983,089842/per089842_1906_01635/p012.txt
per089842_1906_01636,1,ok,38884,2dd9f6ea5100c83396add5c07a04f6f6377bbeb6ac85f6348f7602962617431c,6d64c815033edc966bdb9e04ca4badafd1b870de09938c79784e2f4b07971e5c,089842/per089842_1906_01636/p001.txt
per089842_1906_01636,2,ok,46096,07864cd5fecae5521a8ff2a56612e067e00b65d744a9c1227723988c1f829b2f,6d64c815033edc966bdb9e04ca4badafd1b870de09938c79784e2f4b07971e5c,089842/per089842_1906_01636/p002.txt
per089842_1906_01636,3,ok,55538,c7445b3ac128a372f2ccd5c460ff8ec969dcecb0c5e24bdddedee108d1fc01e8,6d64c815033edc966bdb9e04ca4badafd1b870de09938c79784e2f4b07971e5c,089842/per089842_1906_01636/p003.txt
per089842_1906_01636,4,ok,40958,69edca3b9eab83c08c75640b92b9fa28bfb0b296b3d767340c5d16c6e2ab8ba4,6d64c815033edc966bdb9e04ca4badafd1b870de09938c79784e2f4b07971e5c,089842/per089842_1906_01636/p004.txt
per089842_1906_01636,5,ok,35030,d18057107e42a7a57303ea8ad0b70051d25824d5b086a003cf254b8e73842286,6d64c815033edc966bdb9e04ca4badafd1b870de09938c79784e2f4b07971e5c,089842/per089842_1906_01636/p005.txt
per089842_1906_01636,6,ok,22776,e4923fbb133087e66b8105b5e8607e69f89d973230f2f1bc751bc26c2790b917,6d64c815033edc966bdb9e04ca4badafd1b870de09938c79784e2f4b07971e5c,089842/per089842_1906_01636/p006.txt
per089842_1906_01637,1,ok,41898,4fcf953625e3c34859ccfa0282f22b7424ddf273f8a7dcf5e2b43979ac953c61,1495866f9086106cea458ef4d5e9b4e0337a2fcfa3cf6450e1e8cd4627543933,089842/per089842_1906_01637/p001.txt
per089842_1906_01637,2,ok,49163,4f9e5cacd47e04c8982f8350623e60677f63233fe3142861454de181ab08889a,1495866f9086106cea458ef4d5e9b4e0337a2fcfa3cf6450e1e8cd4627543933,089842/per089842_1906_01637/p002.txt
per089842_1906_01637,3,ok,52279,db2ad84659958e2d2aa8cbf1a63dc46ae0a3dc154ad0facd7365916d68f42fd6,1495866f9086106cea458ef4d5e9b4e0337a2fcfa3cf6450e1e8cd4627543933,089842/per089842_1906_01637/p003.txt
per089842_1906_01637,4,ok,50068,832df675dea2ceacd1da7d2c03cef0cf18f8dd12d727f04f635cb8616abaec26,1495866f9086106cea458ef4d5e9b4e0337a2fcfa3cf6450e1e8cd4627543933,089842/per089842_1906_01637/p004.txt
per089842_1906_01637,5,ok,38356,2b4ea4ef73157ab28e43c3e38f8e7dbb5c3c3ffae5f8666155afcc8e7904b5b3,1495866f9086106cea458ef4d5e9b4e0337a2fcfa3cf6450e1e8cd4627543933,089842/per089842_1906_01637/p005.txt
per089842_1906_01637,6,ok,26542,1dd075061e43fff5ae0f13c1abef445793669234dfcf13752e2b7f077a6a8d7e,1495866f9086106cea458ef4d5e9b4e0337a2fcfa3cf6450e1e8cd4627543933,089842/per089842_1906_01637/p006.txt
per089842_1906_01638,1,ok,39039,0d39740835f1171c97d9bd85d566174258e618e4d97e3ccaaa4daa0cc3219255,02ae63a38f5615e98b8a2b40b479499ba12a32a3a52bb0ce47142d479793d520,089842/per089842_1906_01638/p001.txt
per089842_1906_01638,2,ok,49033,ae83b1f6c18a91fc234ea23a8c5160228e3c1697728a19f61b436549896ea48c,02ae63a38f5615e98b8a2b40b479499ba12a32a3a52bb0ce47142d479793d520,089842/per089842_1906_01638/p002.txt
per089842_1906_01638,3,ok,52968,a68bc021c14a6f046b62ad83d86c9aaa98293cd0d5a94c7e08aceda7fd3826c4,02ae63a38f5615e98b8a2b40b479499ba12a32a3a52bb0ce47142d479793d520,089842/per089842_1906_01638/p003.txt
per089842_1906_01638,4,ok,46268,11468342bd6561051755f6290f6c8816aa75b594a0c7f17586d21742d3b39e61,02ae63a38f5615e98b8a2b40b479499ba12a32a3a52bb0ce47142d479793d520,089842/per089842_1906_01638/p004.txt
per089842_1906_01638,5,ok,51040,cc79d39e44e964e6275f8e5a521274a033af9227224b14e336e296e83ba28fb1,02ae63a38f5615e98b8a2b40b479499ba12a32a3a52bb0ce47142d479793d520,089842/per089842_1906_01638/p005.txt
per089842_1906_01638,6,ok,49451,8b965a9810c15911ac7283384bbdac472ec0aeccba437124e8758c00162cc9fe,02ae63a38f5615e98b8a2b40b479499ba12a32a3a52bb0ce47142d479793d520,089842/per089842_1906_01638/p006.txt
per089842_1906_01638,7,ok,32065,97f155e83d5de0c185d956eb720f77349d08d8a535fe263e9c2ff6f4aa509050,02ae63a38f5615e98b8a2b40b479499ba12a32a3a52bb0ce47142d479793d520,089842/per089842_1906_01638/p007.txt
per089842_1906_01638,8,ok,24143,d110ee56db751e6bcac4dfb91c62915cec24206edcbb242af621e758ee30a99c,02ae63a38f5615e98b8a2b40b479499ba12a32a3a52bb0ce47142d479793d520,089842/per089842_1906_01638/p008.txt
per089842_1906_01639,1,ok,41806,25a82393dec0a89df29ae5383c0eaf1f7bafa17f2d947e02b43994464d6b9479,de8b2ffc0df7d29d51bb2668eabde924d152af95b6083ffc2f1b8a35c61a7a27,089842/per089842_1906_01639/p001.txt
per089842_1906_01639,2,ok,46251,490efdc9cd8315dc1e7ed9b93bfe4597f40c9e94b669497ffafbc6668130b0e6,de8b2ffc0df7d29d51bb2668eabde924d152af95b6083ffc2f1b8a35c61a7a27,089842/per089842_1906_01639/p002.txt
per089842_1906_01639,3,ok,46926,9d18c9927a054139b2257590d692a895828782ea734d36082ceaf4b75151439d,de8b2ffc0df7d29d51bb2668eabde924d152af95b6083ffc2f1b8a35c61a7a27,089842/per089842_1906_01639/p003.txt
per089842_1906_01639,4,ok,45394,2cfe2f8e9d3ced6d6a856e033fa07f0be1db2d11185c7456d78864498930d096,de8b2ffc0df7d29d51bb2668eabde924d152af95b6083ffc2f1b8a35c61a7a27,089842/per089842_1906_01639/p004.txt
per089842_1906_01639,5,ok,44811,d4069814603f87122d9deeab15085b743e06f142655b9e4f996bc2fcb423fbf0,de8b2ffc0df7d29d51bb2668eabde924d152af95b6083ffc2f1b8a35c61a7a27,089842/per089842_1906_01639/p005.txt
per089842_1906_01639,6,ok,39720,8c6067f70e6141b098ac8f64a3deb47d51eb81fae757a6c1594119de89905692,de8b2ffc0df7d29d51bb2668eabde924d152af95b6083ffc2f1b8a35c61a7a27,089842/per089842_1906_01639/p006.txt
per089842_1906_01639,7,ok,17458,eadb0ad65572c637828d96e0a08d7e751ced0aa17590bd4d44dffbad737e631b,de8b2ffc0df7d29d51bb2668eabde924d152af95b6083ffc2f1b8a35c61a7a27,089842/per089842_1906_01639/p007.txt
per089842_1906_01639,8,ok,19969,b7be8fdd0081695ea7867cef8fe79e478dce1772de0c07debfa971958e3ef6c3,de8b2ffc0df7d29d51bb2668eabde924d152af95b6083ffc2f1b8a35c61a7a27,089842/per089842_1906_01639/p008.txt
per089842_1906_01640,1,ok,42356,2c8a95a381e0dc9e01fd50c79972d65d374b8e80dfc4a72bb19c1dc4ecaab91e,50a308ff55437422738ed5b6e68ab1f4d60a95f3c52f8c407ac11f4a0b3240f1,089842/per089842_1906_01640/p001.txt
per089842_1906_01640,2,ok,51614,c4596437afc1e7e0ce6bb672d7f4832af5565e3d4c1d5d733ebad39fc7b2070f,50a308ff55437422738ed5b6e68ab1f4d60a95f3c52f8c407ac11f4a0b3240f1,089842/per089842_1906_01640/p002.txt
per089842_1906_01640,3,ok,44111,dee78918324c88aefcd1e5eac7c6da0e56caf30918a325adcc58faad5773824c,50a308ff55437422738ed5b6e68ab1f4d60a95f3c52f8c407ac11f4a0b3240f1,089842/per089842_1906_01640/p003.txt
per089842_1906_01640,4,ok,50589,bd378b355aa7c681f3902b04a2e43ac180985d515fdd0056c5e1a2e09602aac0,50a308ff55437422738ed5b6e68ab1f4d60a95f3c52f8c407ac11f4a0b3240f1,089842/per089842_1906_01640/p004.txt
per089842_1906_01640,5,ok,31991,ba89a7b58c7e4755e9fb131b794ae5a7642d72d9db1a8f6c05cd2acc4d4a0a63,50a308ff55437422738ed5b6e68ab1f4d60a95f3c52f8c407ac11f4a0b3240f1,089842/per089842_1906_01640/p005.txt
per089842_1906_01640,6,ok,28544,1451cb4c674001aec3780a45886350112c69862c2dfd6eca93075b64f6aee5a4,50a308ff55437422738ed5b6e68ab1f4d60a95f3c52f8c407ac11f4a0b3240f1,089842/per089842_1906_01640/p006.txt
per089842_1906_01640,7,ok,14551,ca9ecaa22000ffde9afdf04536eab06d9c1defecfc3176e6831308c764a8377e,50a308ff55437422738ed5b6e68ab1f4d60a95f3c52f8c407ac11f4a0b3240f1,089842/per089842_1906_01640/p007.txt
