source_identifier,page_number,result_status,char_count,text_sha256,source_pdf_sha256,text_relpath
per103730_1912_00001,1,ok,40412,443502654744479d728a68336dcb30eaa864f0489bd807aa3c767f631d82a0e9,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p001.txt
per103730_1912_00001,2,ok,30713,7a4539a7398c355f41b362579c6c3795be2beb8c8e6324b138111eb5cd5afa4c,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p002.txt
per103730_1912_00001,3,ok,35794,ccfd7fe8f5da6de2beaaae232709afaa5f5668c77f8e287b77859dbbca37020e,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p003.txt
per103730_1912_00001,4,ok,52392,9d71769a4338dd58616a5ada6fb67e3abea616bf6e024eb242f127dfea546b68,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p004.txt
per103730_1912_00001,5,ok,48223,a0184a80d9263fbfe3a799aecc5601d8ed7c195bb8354ec5fbf0b504f94da236,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p005.txt
per103730_1912_00001,6,ok,53733,ff629c4c613d1f35e0210838e1d04028efa2679d0ad5d60acf6928a476ca388e,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p006.txt
per103730_1912_00001,7,ok,7382,385bbb60e7756d6214ba87d05943413338c0b257e2c14c7da53ab02ddca736ee,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p007.txt
per103730_1912_00001,8,ok,3531,ce9c5743b14fadbea81879ee20b1a90a0dc2608137b6c19ce968600260359288,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p008.txt
per103730_1912_00001,9,ok,5307,08bac75ccf1dbbf3e92b737aa52df450c9afd633eee20ed4774a6f87704ece15,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p009.txt
per103730_1912_00001,10,ok,3466,1cdcb09d1b367ad0d510a86c6c5c43f44c6cbe512a106812fa1e8f68c8466cc1,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p010.txt
per103730_1912_00001,11,ok,3709,cb88ecdf173d2b1aff6dee666c04a31dab06c804e478083a458dee7722e6cf5d,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p011.txt
per103730_1912_00001,12,ok,5500,1af7400f66043ab32ebf01312e27048f478ae6f7d7072a9568a52ecbd86bf4df,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p012.txt
per103730_1912_00001,13,ok,1175,040c9de7fb74fd306bf0e0c2c08301ebc7a69c51d07933f174b08d0667ca7957,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p013.txt
per103730_1912_00001,14,ok,3863,7298785d867b58b0c01d35695ae3bac2e2c563b06027bb45d203a444f14cc9da,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p014.txt
per103730_1912_00001,15,ok,24910,cca991e7070a312d1ccfc0ca0ef31b76faa03a1b924ace046c3952a288b82ce9,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p015.txt
per103730_1912_00001,16,ok,16210,e34421c038c8700f4d0ffd0749a60f0684cb23d30bee91b5a7a27d0abeb500e7,049204e38ea69cd0b149494457ac3ca167c03934871079bc4e944bf6469d89d7,103730/per103730_1912_00001/p016.txt
per103730_1912_00002,1,ok,29833,89125f4e837d618ff7dbad45cf6921054599f9a154fb86a290c5c3251f3e3eb8,e1e6a0d7c140d830e8143ddee8dd6fe9d67141a51098e8ddedbe172f8a04fc04,103730/per103730_1912_00002/p001.txt
per103730_1912_00002,2,ok,39917,198e7a9b2f609f95690ec12f81883418b361e04f0cc6fbc6dffe7f0e7eed31f3,e1e6a0d7c140d830e8143ddee8dd6fe9d67141a51098e8ddedbe172f8a04fc04,103730/per103730_1912_00002/p002.txt
per103730_1912_00002,3,ok,41237,35ce1f6bbbb4bbf889d4777d9520579c3be71f8d586b6dcc0ff38acefc77484b,e1e6a0d7c140d830e8143ddee8dd6fe9d67141a51098e8ddedbe172f8a04fc04,103730/per103730_1912_00002/p003.txt
per103730_1912_00002,4,ok,47460,075483bf65c1aaa336bedd838edc83219f72442de6f40ae91445f4baec5e6b49,e1e6a0d7c140d830e8143ddee8dd6fe9d67141a51098e8ddedbe172f8a04fc04,103730/per103730_1912_00002/p004.txt
per103730_1912_00002,5,ok,52711,61718239139251b43889fa75d67f5724615e13a30d002fb5eb364f01d0735910,e1e6a0d7c140d830e8143ddee8dd6fe9d67141a51098e8ddedbe172f8a04fc04,103730/per103730_1912_00002/p005.txt
per103730_1912_00002,6,ok,51728,4b03edd4033ee1f205b91122d2c818c1cf84ca52cd1c3940058972522daa3af4,e1e6a0d7c140d830e8143ddee8dd6fe9d67141a51098e8ddedbe172f8a04fc04,103730/per103730_1912_00002/p006.txt
per103730_1912_00002,7,ok,31157,7f03668af61c9f2b77a12e55708660d1207241775cd1f35299e923417deef923,e1e6a0d7c140d830e8143ddee8dd6fe9d67141a51098e8ddedbe172f8a04fc04,103730/per103730_1912_00002/p007.txt
per103730_1912_00002,8,ok,17756,77a1d9b2e72799ba155604063b012773a0425890907f5701334b5bd28aeaaa1a,e1e6a0d7c140d830e8143ddee8dd6fe9d67141a51098e8ddedbe172f8a04fc04,103730/per103730_1912_00002/p008.txt
per103730_1912_00003,1,ok,38749,5ca35dbd160bca91aaf0f3301c6eee2b8e9409ef1e0671013de19358d2229549,83bf9471a34bd5fc3b36714d7ba9f1c502643357a706a63285207a3117e39281,103730/per103730_1912_00003/p001.txt
per103730_1912_00003,2,ok,35812,bc8d0e251d0bf0e4e13e19f656f2d672bcf9a6b548d93042b5b33534eb031782,83bf9471a34bd5fc3b36714d7ba9f1c502643357a706a63285207a3117e39281,103730/per103730_1912_00003/p002.txt
per103730_1912_00003,3,ok,38356,7e58d03d78d8639f1eb10e74822e3ee0c480885316408e705c07d19391e6c8da,83bf9471a34bd5fc3b36714d7ba9f1c502643357a706a63285207a3117e39281,103730/per103730_1912_00003/p003.txt
per103730_1912_00003,4,ok,46217,69170c0ff5e3e8c50cdd767490979e9181545c87a03e702dbe68809f817f1197,83bf9471a34bd5fc3b36714d7ba9f1c502643357a706a63285207a3117e39281,103730/per103730_1912_00003/p004.txt
per103730_1912_00003,5,ok,49869,4c2216daeb58d24bee2b0fa8c7eb755957e7fce080c2a7b1da4f412b6cdbdabf,83bf9471a34bd5fc3b36714d7ba9f1c502643357a706a63285207a3117e39281,103730/per103730_1912_00003/p005.txt
per103730_1912_00003,6,ok,43497,7377ef5e694bd2a12eb32062359b5f115fd7575b719dc5b44761977e14d2fcaf,83bf9471a34bd5fc3b36714d7ba9f1c502643357a706a63285207a3117e39281,103730/per103730_1912_00003/p006.txt
per103730_1912_00003,7,ok,21728,6d39b154da32377e8dd0accdb6c3b2aac3182af569b45a825acd6854a7cc3e84,83bf9471a34bd5fc3b36714d7ba9f1c502643357a706a63285207a3117e39281,103730/per103730_1912_00003/p007.txt
per103730_1912_00003,8,ok,14753,5f4c61fb65183178a05808af865cff0f091e34107f97b3bb8ca15eec823b020b,83bf9471a34bd5fc3b36714d7ba9f1c502643357a706a63285207a3117e39281,103730/per103730_1912_00003/p008.txt
