source_identifier,page_number,result_status,char_count,text_sha256,source_pdf_sha256,text_relpath
per103730_1910_00001,1,ok,41623,a359ad9a21540db3564315c283a80b8140245874592260f7474715d8dabdfdf7,e403c79dc01626ebb240daa442323d04a812bb9a882c437eee86b7ec243d6a2b,103730/per103730_1910_00001/p001.txt
per103730_1910_00001,2,ok,52499,3cbf1a93b95cf6620a31ec195b5c869797bd0e6e770cd3cfcbe3da7880f2f080,e403c79dc01626ebb240daa442323d04a812bb9a882c437eee86b7ec243d6a2b,103730/per103730_1910_00001/p002.txt
per103730_1910_00001,3,ok,44043,d4437ae22bd783c8683bb3ac4cdfbb7c500abda7b5cfd1d6a9247fc8a568f55e,e403c79dc01626ebb240daa442323d04a812bb9a882c437eee86b7ec243d6a2b,103730/per103730_1910_00001/p003.txt
per103730_1910_00001,4,ok,55130,c5e21ab5b4398069d6345cc4c5047a5c7afd5a470b89decc7217c3e091588074,e403c79dc01626ebb240daa442323d04a812bb9a882c437eee86b7ec243d6a2b,103730/per103730_1910_00001/p004.txt
per103730_1910_00001,5,ok,54161,2e2125d6b36a04042c68e0c1f56b2b265d04d6dd15cac223538eed805c39c66d,e403c79dc01626ebb240daa442323d04a812bb9a882c437eee86b7ec243d6a2b,103730/per103730_1910_00001/p005.txt
per103730_1910_00001,6,ok,34629,06a097cacb937db8befc26c47e549ef55b9ed562a3ff72950333527280bc7852,e403c79dc01626ebb240daa442323d04a812bb9a882c437eee86b7ec243d6a2b,103730/per103730_1910_00001/p006.txt
per103730_1910_00001,7,ok,24815,509f09edcc75ccd528980babe8ff3a0c10def69adc7d67ede02e9cb98f76d80b,e403c79dc01626ebb240daa442323d04a812bb9a882c437eee86b7ec243d6a2b,103730/per103730_1910_00001/p007.txt
per103730_1910_00001,8,ok,6658,856f1233952c1f00d3646626056a0846de86bf3e9baca2ac443fac6547416eb0,e403c79dc01626ebb240daa442323d04a812bb9a882c437eee86b7ec243d6a2b,103730/per103730_1910_00001/p008.txt
per103730_1910_00001,9,ok,7775,532a7c025fdbb0371884027dec86d13e880ee9c4c682c45aba7fa27086cc71e3,e403c79dc01626ebb240daa442323d04a812bb9a882c437eee86b7ec243d6a2b,103730/per103730_1910_00001/p009.txt
per103730_1910_00001,10,ok,24458,38c089b5ef7bb712f5224873497699af0e04d36bde9dc68d5c68d7691d97434e,e403c79dc01626ebb240daa442323d04a812bb9a882c437eee86b7ec243d6a2b,103730/per103730_1910_00001/p010.txt
per103730_1910_00002,1,ok,43069,137a2512a27d48571cb432cb850a66ae0195858d4258c771de99678f5db2f485,66fadfde08ae1a6695b29b556b50b169bb3f27efbeb0f916af4b8a00b1cc44a2,103730/per103730_1910_00002/p001.txt
per103730_1910_00002,2,ok,51649,8c2c8df18dee8cbc46a82b277db7269cc559c8ad2f6ee3fc2d40dd8571234a0d,66fadfde08ae1a6695b29b556b50b169bb3f27efbeb0f916af4b8a00b1cc44a2,103730/per103730_1910_00002/p002.txt
per103730_1910_00002,3,ok,51752,b3ee888b0699bc63f09549abd4362c71a4600226443b527d08bd0951299b0151,66fadfde08ae1a6695b29b556b50b169bb3f27efbeb0f916af4b8a00b1cc44a2,103730/per103730_1910_00002/p003.txt
per103730_1910_00002,4,ok,54984,2588f4f4dffc791a82685e6402e780964e6b26fa344ed265cf82f31155418595,66fadfde08ae1a6695b29b556b50b169bb3f27efbeb0f916af4b8a00b1cc44a2,103730/per103730_1910_00002/p004.txt
per103730_1910_00002,5,ok,51750,8fcc993defda0cf682af1c16d0319031f704bc4c68771622d758379c92178c8e,66fadfde08ae1a6695b29b556b50b169bb3f27efbeb0f916af4b8a00b1cc44a2,103730/per103730_1910_00002/p005.txt
per103730_1910_00002,6,ok,42536,dd659d58c631c9943e288086cb3bbf4f3cafd2836014488f0eff6dd15f102f2f,66fadfde08ae1a6695b29b556b50b169bb3f27efbeb0f916af4b8a00b1cc44a2,103730/per103730_1910_00002/p006.txt
per103730_1910_00002,7,ok,20292,7ac4072053a2ae9c742fa445ad16cfb2d9aa9d9ec8a4e75e090c62d0a04ec37f,66fadfde08ae1a6695b29b556b50b169bb3f27efbeb0f916af4b8a00b1cc44a2,103730/per103730_1910_00002/p007.txt
per103730_1910_00002,8,ok,21613,fa7367c2c21c99d7a21e6f3ae08ce0f3d372cda4ae2b4c073a0e922e1d84bb07,66fadfde08ae1a6695b29b556b50b169bb3f27efbeb0f916af4b8a00b1cc44a2,103730/per103730_1910_00002/p008.txt
per103730_1910_00003,1,ok,39657,539ca716705b99ad8087fbe37e120b76064696903e150eb3ca0ecf8f3543f1cf,2eb32a99357f11939bd70d3cf7a10d10a92e901bd2cfbcce6bba6ff2f76e0ee5,103730/per103730_1910_00003/p001.txt
per103730_1910_00003,2,ok,46140,3b3c54a8801fbf943eea06df8c7c49fc5b0588cbd94a47201a64e0008e752f70,2eb32a99357f11939bd70d3cf7a10d10a92e901bd2cfbcce6bba6ff2f76e0ee5,103730/per103730_1910_00003/p002.txt
per103730_1910_00003,3,ok,47241,b9f997954b24cf417670464d3706f0c0dd8eddb95ae1234ba0d8545e6dddb59e,2eb32a99357f11939bd70d3cf7a10d10a92e901bd2cfbcce6bba6ff2f76e0ee5,103730/per103730_1910_00003/p003.txt
per103730_1910_00003,4,ok,51979,f48e376a701b6645c6957ee38335a81835efb170fe41164b9a2e5211916e4763,2eb32a99357f11939bd70d3cf7a10d10a92e901bd2cfbcce6bba6ff2f76e0ee5,103730/per103730_1910_00003/p004.txt
per103730_1910_00003,5,ok,36109,189bbb3546843d428d969539939ef114eda5a8101cbc8b232a91553857a5fea4,2eb32a99357f11939bd70d3cf7a10d10a92e901bd2cfbcce6bba6ff2f76e0ee5,103730/per103730_1910_00003/p005.txt
per103730_1910_00003,6,ok,22514,b207edd1f3fb6d652dd77644c034842e0b8eed5652334fc7a982ed4ad358cc0f,2eb32a99357f11939bd70d3cf7a10d10a92e901bd2cfbcce6bba6ff2f76e0ee5,103730/per103730_1910_00003/p006.txt
per103730_1910_00004,1,ok,41328,dab73aaa15360e4d2ff3337417f05b5ef5f6ced97b343cac27bc0b5003cb1cc5,cb2307a9926eaae6da510cc65a53d948928a2efb2c87b5bf58d8da4bda436b9a,103730/per103730_1910_00004/p001.txt
per103730_1910_00004,2,ok,48406,fe7305b95cc85fde36ebd528d55a14785b31b7ef5c1a2d07a84edfc25be537cc,cb2307a9926eaae6da510cc65a53d948928a2efb2c87b5bf58d8da4bda436b9a,103730/per103730_1910_00004/p002.txt
