source_identifier,page_number,result_status,char_count,text_sha256,source_pdf_sha256,text_relpath
per103730_1906_00001,1,ok,17366,76f3e7e5ee56bf77d5a7dfd0d111e72d15977b960513e3df4174d8524faf5f05,b20c8ec0fb08f360a24fb7e453651253b71fc97881b7a3234175a1ff45748896,103730/per103730_1906_00001/p001.txt
per103730_1906_00001,2,ok,29857,fc5c3142b004d04c33ef79a6b73661272531fff26f80d78674811c2d0cec75ea,b20c8ec0fb08f360a24fb7e453651253b71fc97881b7a3234175a1ff45748896,103730/per103730_1906_00001/p002.txt
per103730_1906_00001,3,ok,25919,d2d2017edd117adbc111b9303c511ba5eaabec17a00e6e2fa72c61af1fdef00d,b20c8ec0fb08f360a24fb7e453651253b71fc97881b7a3234175a1ff45748896,103730/per103730_1906_00001/p003.txt
per103730_1906_00001,4,ok,24179,594850276afc108776bdf79a1ccee0a67aa468fa41deee8333b06a7b38c4c92e,b20c8ec0fb08f360a24fb7e453651253b71fc97881b7a3234175a1ff45748896,103730/per103730_1906_00001/p004.txt
per103730_1906_00001,5,ok,21580,3e0a9a03d5a978f1021fb906ca1eeefc287c22881da633035d81f260f61588b6,b20c8ec0fb08f360a24fb7e453651253b71fc97881b7a3234175a1ff45748896,103730/per103730_1906_00001/p005.txt
per103730_1906_00001,6,ok,21232,6a1414a5a2c4b28110a88a55cc3cbbd6c65c6341d69033f892f325a3b0f316d7,b20c8ec0fb08f360a24fb7e453651253b71fc97881b7a3234175a1ff45748896,103730/per103730_1906_00001/p006.txt
per103730_1906_00001,7,ok,48509,266fc0def1964882ceb7a5da50216dd2539adf1b50fea1bdb07c8181a992b7f0,b20c8ec0fb08f360a24fb7e453651253b71fc97881b7a3234175a1ff45748896,103730/per103730_1906_00001/p007.txt
per103730_1906_00001,8,ok,37550,7e5b767a43b54baeb861a7f42ba7a612a9dceb17a03f8689382d29822586548b,b20c8ec0fb08f360a24fb7e453651253b71fc97881b7a3234175a1ff45748896,103730/per103730_1906_00001/p008.txt
per103730_1906_00001,9,ok,2559,ff96f86b5d0790820aee3c1ae3412e80dc469692a046e9ff1ff4e9eeb10ca3c8,b20c8ec0fb08f360a24fb7e453651253b71fc97881b7a3234175a1ff45748896,103730/per103730_1906_00001/p009.txt
per103730_1906_00001,10,ok,8326,1e9d497c7605f286f49d9d662ec43add6841382fac24b4e9486416807f08ddad,b20c8ec0fb08f360a24fb7e453651253b71fc97881b7a3234175a1ff45748896,103730/per103730_1906_00001/p010.txt
