source_identifier,page_number,result_status,char_count,text_sha256,source_pdf_sha256,text_relpath
per103730_1908_00001,1,ok,19942,3bf554cb62d2dfc5ba84f79ae1d0d48f6b7423bfc8f7dafcecf617f6ed55baff,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p001.txt
per103730_1908_00001,2,ok,19576,499148ad49299d590912f3dbfde592a239117935914e1a52fcc37fda50553985,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p002.txt
per103730_1908_00001,3,ok,23894,7dcd5a565b9a2f95cc2509bcc0d808725cf8842cfa25586a5eefccff6a679c84,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p003.txt
per103730_1908_00001,4,ok,7058,47fdcb34796e8a58e88f03f2db0c37d4a4539adce89957db6c650a4b70ae4e4a,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p004.txt
per103730_1908_00001,5,ok,46065,0cf15069220fd6dce317c0239e02594e142a824d69d7f0b6783cd2aa144351cd,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p005.txt
per103730_1908_00001,6,ok,57094,5ae737992fa866791f589e66d50a23f9ca24ee7089678eecd9fc6b231fc715bb,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p006.txt
per103730_1908_00001,7,ok,53634,e6a73e929e54773f36cc5d94a6ef13ac0498f93799312f855fa3ac11e8151cac,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p007.txt
per103730_1908_00001,8,ok,54735,631a12a421672d549526262c748493a1617373099f701bbdf58601de05f07619,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p008.txt
per103730_1908_00001,9,ok,3041,64255f7a548398f39fd44b80aaa041cddfa92cfb21da7219d1dec6dddeb08bf3,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p009.txt
per103730_1908_00001,10,ok,2963,3439c5bc634fe594cbd7a7a12dc3cb27b22b705e6cb34cb4039d66a97c9dd4ea,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p010.txt
per103730_1908_00001,11,ok,5137,4bd40782661b76dfc85407e6c556a29ec5182a290bd4ea634b1bbad2cc6e1a89,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p011.txt
per103730_1908_00001,12,ok,22913,fa317af9a4a1f8accb5b740629c27318934b869f687a725f4fc08757c891d657,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p012.txt
per103730_1908_00001,13,ok,5192,b8938e162d68ef9be414e46634745cd859bbdfff4a6af17657b8a34230373639,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p013.txt
per103730_1908_00001,14,ok,1966,5a943f8eda50a2973a7383d86f8a97e438c4792ee3079b18a4db8890acd721f0,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p014.txt
per103730_1908_00001,15,ok,2887,84f11bc8eca512fcb07e5a825ac108c66dcda639952993413fc64e6fa0a374f7,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p015.txt
per103730_1908_00001,16,ok,2948,21700bc62a56daaa38f2b31ec2a4cd099590bebe8ec602d5ce276492df5d8fbb,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p016.txt
per103730_1908_00001,17,ok,49322,dda7d6359884ad9a13a9263c2e38a16979ba76a9857fa97255f01543e77ad94b,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p017.txt
per103730_1908_00001,18,ok,39964,9460616475f044cd9dd533aea4a44bed9b5fb88b73aa2147e5e8d51f311b6160,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p018.txt
per103730_1908_00001,19,ok,16518,ed7e69850f03f57cc682dbc5c2a23072cc5a8952eaeb9013b90c4c37f2fb470d,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p019.txt
per103730_1908_00001,20,ok,15680,f17e0293335b354488b21ad118ea7b9bb65f83bffdb7e1e12bb2b89eb126d414,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p020.txt
per103730_1908_00001,21,ok,12704,df66e4377ff0652332bbc14625e24accaefe66f2b3af290305e6df5a919c8a13,d1b2e38733b9dceef4396400132eb2c5c863baa22ffd60cc9349f5c265427508,103730/per103730_1908_00001/p021.txt
per103730_1908_00002,1,ok,46177,55a8f728428a80eb419075b475a9d016f9ef72a3faedfcef63e0922d991ab4f6,2dd4b002de64d6f0191445b9cea3250db1ea984e076171ef24f84a98f25e5b7a,103730/per103730_1908_00002/p001.txt
per103730_1908_00002,2,ok,45032,1a14499ed16df1c230476e6f91020e742f716bc1af8270abf98e0efb4e5a1b1e,2dd4b002de64d6f0191445b9cea3250db1ea984e076171ef24f84a98f25e5b7a,103730/per103730_1908_00002/p002.txt
per103730_1908_00002,3,ok,58843,f6f56781e4fcd301a8cf5d8b9abffef48d270c345c93198eb1867617ca6208f7,2dd4b002de64d6f0191445b9cea3250db1ea984e076171ef24f84a98f25e5b7a,103730/per103730_1908_00002/p003.txt
per103730_1908_00002,4,ok,50762,78f36ec8c6a9fa3e462b75787605f5c7d2b2b1bc5e10467fa72f7a8a52277328,2dd4b002de64d6f0191445b9cea3250db1ea984e076171ef24f84a98f25e5b7a,103730/per103730_1908_00002/p004.txt
per103730_1908_00002,5,ok,34273,e99547c71eab7685a894ac3d01acf1dc9e506be3a1f7b9a226906f8206cd2f09,2dd4b002de64d6f0191445b9cea3250db1ea984e076171ef24f84a98f25e5b7a,103730/per103730_1908_00002/p005.txt
per103730_1908_00002,6,ok,30817,b936e5fecd27bf372ff0603dfdf919ff93413c51094dce3b08dff32caf051b37,2dd4b002de64d6f0191445b9cea3250db1ea984e076171ef24f84a98f25e5b7a,103730/per103730_1908_00002/p006.txt
per103730_1908_00003,1,ok,45702,0f5d3274eca728d164300b1c71fcd8166cadfb5d4c153e83c82b2dca68c57e60,8cfb284fb3a7df6bb8b57ed85f5686fd9feaa05a473f5f699605eec6600d464d,103730/per103730_1908_00003/p001.txt
per103730_1908_00003,2,ok,56940,d4ecbf93ef6e85f11839f8480628ab43d07abb0e2f64dcd0480166589002361a,8cfb284fb3a7df6bb8b57ed85f5686fd9feaa05a473f5f699605eec6600d464d,103730/per103730_1908_00003/p002.txt
