ano,numero
1906,15229
1906,15230
1906,15231
1906,15232
1906,15233
1906,15234
1906,15235
1906,15236
1906,15237
1906,15238
1906,15239
1906,15240
1906,15241
1906,15242
1906,15243
1906,15244
1906,15245
1906,15246
1906,15247
1906,15248
1906,15249
1906,15250
1906,15251
1906,15252
1906,15253
1906,15254
1906,15255
1906,15256
1906,15257
1906,15258
1906,15259
1906,15260
1906,15261
1906,15262
1906,15263
1906,15264
1906,15265
1906,15266
1906,15267
1906,15268
1906,15269
1906,15280
1906,15281
1906,15282
1906,15283
1906,15284
1906,15285
1906,15286
1906,15287
1906,15288
1906,15289
1906,15290
1906,15291
1906,15292
1906,15293
1906,15294
1906,15295
1906,15296
1906,15297
1906,15298
1906,15299
1906,15300
1906,15301
1906,15302
1906,15303
1906,15305
1906,15306
1906,15307
1906,15308
1906,15309
1906,15310
1906,15311
1906,15312
1906,15313
1906,15314
1906,15315
1906,15316
1906,15317
1906,15318
1906,15319
1906,15320
1906,15321
1906,15322
1906,15323
1906,15324
1906,15325
1906,15326
1906,15327
1906,15328
1906,15329
1906,15330
1906,15331
1906,15332
1906,15333
1906,15334
1906,15335
1906,15336
1906,15337
1906,15338
1906,15339
1906,15340
1906,15341
1906,15342
1906,15343
1906,15344
1906,15345
1906,15346
1906,15347
1906,15348
1906,15349
1906,15350
1906,15351
1906,15352
1906,15353
1906,15354
1906,15355
1906,15356
1906,15357
1906,15358
1906,15359
1906,15360
1906,15361
1906,15362
1906,15363
1906,15364
1906,15365
1906,15366
1906,15367
1906,15368
1906,15369
1906,15370
1906,15371
1906,15372
1906,15373
1906,15374
1906,15375
1906,15376
1906,15377
1906,15378
1906,15379
1906,15380
1906,15381
1906,15382
1906,15383
1906,15384
1906,15385
1906,15386
1906,15387
1906,15388
1906,15389
1906,15390
1906,15391
1906,15392
1906,15393
1906,15394
1906,15395
1906,15396
1906,15397
1906,15398
1906,15399
1906,15400
1906,15401
1906,15402
1906,15403
1906,15404
1906,15405
1906,15406
1906,15407
1906,15408
1906,15409
1906,15410
1906,15411
1906,15412
1906,15413
1906,15414
1906,15415
1906,15416
1906,15417
1906,15418
1906,15419
1906,15420
1906,15421
1906,15422
1906,15423
1906,15424
1906,15425
1906,15426
1906,15427
1906,15428
1906,15429
1906,15430
1906,15431
1906,15432
1906,15433
1906,15434
1906,15435
1906,15436
1906,15437
1906,15438
1906,15439
1906,15440
1906,15441
1906,15442
1906,15443
1906,15444
1906,15445
1906,15446
1906,15447
1906,15448
1906,15449
1906,15450
1906,15451
1906,15452
1906,15453
1906,15454
1906,15455
1906,15456
1906,15457
1906,15458
1906,15459
1906,15460
1906,15461
1906,15462
1906,15463
1906,15464
1906,15465
1906,15466
1906,15467
1906,15468
1906,15469
1906,15470
1906,15471
1906,15472
1906,15473
1906,15474
1906,15475
1906,15476
1906,15477
1906,15478
1906,15479
1906,15480
1906,15481
1906,15482
1906,15483
1906,15484
1906,15485
1906,15486
1906,15487
1906,15488
1906,15489
1906,15490
1906,15491
1906,15492
1906,15493
1906,15494
1906,15495
1906,15496
1906,15497
1906,15498
1906,15499
1906,15500
1906,15501
1906,15502
1906,15503
1906,15504
1906,15505
1906,15506
1906,15507
1906,15508
1906,15509
1906,15510
1906,15511
1906,15512
1906,15513
1906,15514
1906,15515
1906,15516
1906,15517
1906,15518
1906,15519
1906,15520
1906,15521
1906,15522
1906,15523
1906,15524
1906,15525
1906,15526
1906,15527
1906,15528
1906,15529
1906,15530
1906,15531
1906,15532
1906,15533
1906,15534
1906,15535
1906,15536
1906,15537
1906,15538
1906,15539
1906,15540
1906,15541
1906,15542
1906,15543
1906,15544
1906,15545
1906,15546
1906,15547
1906,15548
1906,15549
1906,15550
1906,15551
1906,15552
1906,15553
1906,15554
1906,15555
1906,15556
1906,15557
1906,15558
1906,15559
1906,15560
1906,15561
1906,15562
1906,15563
1906,15564
1906,15565
1906,15566
1906,15567
1906,15568
1906,15569
1906,15570
1906,15571
1906,15572
1906,15573
1906,15574
1906,15575
1906,15576
1906,15577
1906,15578
1907,15579
1907,15580
1907,15581
1907,15582
1907,15583
1907,15584
1907,15585
1907,15586
1907,15587
1907,15588
1907,15589
1907,15590
1907,15591
1907,15592
1907,15593
1907,15594
1907,15595
1907,15596
1907,15597
1907,15598
1907,15599
1907,15600
1907,15601
1907,15602
1907,15603
1907,15604
1907,15605
1907,15606
1907,15607
1907,15608
1907,15609
1907,15610
1907,15611
1907,15612
1907,15613
1907,15614
1907,15615
1907,15616
1907,15617
1907,15618
1907,15619
1907,15620
1907,15621
1907,15622
1907,15623
1907,15624
1907,15625
1907,15626
1907,15627
1907,15628
1907,15629
1907,15630
1907,15631
1907,15632
1907,15633
1907,15634
1907,15635
1907,15636
1907,15637
1907,15638
1907,15639
1907,15640
1907,15641
1907,15642
1907,15643
1907,15644
1907,15645
1907,15646
1907,15647
1907,15648
1907,15649
1907,15650
1907,15651
1907,15652
1907,15653
1907,15654
1907,15655
1907,15656
1907,15657
1907,15658
1907,15659
1907,15660
1907,15661
1907,15662
1907,15663
1907,15664
1907,15665
1907,15666
1907,15667
1907,15668
1907,15669
1907,15670
1907,15671
1907,15672
1907,15673
1907,15674
1907,15675
1907,15676
1907,15677
1907,15678
1907,15679
1907,15680
1907,15681
1907,15682
1907,15683
1907,15684
1907,15685
1907,15686
1907,15687
1907,15688
1907,15689
1907,15690
1907,15691
1907,15692
1907,15693
1907,15694
1907,15697
1907,15698
1907,15699
1907,15700
1907,15701
1907,15702
1907,15703
1907,15704
1907,15705
1907,15706
1907,15707
1907,15708
1907,15709
1907,15710
1907,15711
1907,15712
1907,15713
1907,15714
1907,15715
1907,15716
1907,15717
1907,15718
1907,15719
1907,15720
1907,15721
1907,15722
1907,15723
1907,15724
1907,15725
1907,15726
1907,15727
1907,15728
1907,15729
1907,15730
1907,15731
1907,15732
1907,15733
1907,15734
1907,15735
1907,15736
1907,15737
1907,15738
1907,15739
1907,15740
1907,15741
1907,15742
1907,15743
1907,15744
1907,15745
1907,15746
1907,15747
1907,15748
1907,15749
1907,15750
1907,15751
1907,15752
1907,15753
1907,15754
1907,15755
1907,15756
1907,15757
1907,15758
1907,15759
1907,15760
1907,15761
1907,15762
1907,15763
1907,15764
1907,15765
1907,15766
1907,15767
1907,15768
1907,15769
1907,15770
1907,15771
1907,15772
1907,15773
1907,15774
1907,15775
1907,15776
1907,15777
1907,15778
1907,15779
1907,15780
1907,15781
1907,15782
1907,15783
1907,15784
1907,15785
1907,15786
1907,15787
1907,15788
1907,15789
1907,15790
1907,15791
1907,15792
1907,15793
1907,15794
1907,15795
1907,15796
1907,15797
1907,15798
1907,15799
1907,15800
1907,15801
1907,15802
1907,15803
1907,15804
1907,15805
1907,15806
1907,15807
1907,15808
1907,15809
1907,15810
1907,15811
1907,15812
1907,15813
1907,15814
1907,15815
1907,15816
1907,15817
1907,15818
1907,15819
1907,15820
1907,15821
1907,15822
1907,15823
1907,15824
1907,15825
1907,15826
1907,15827
1907,15828
1907,15829
1907,15830
1907,15831
1907,15832
1907,15833
1907,15834
1907,15835
1907,15836
1907,15837
1907,15838
1907,15839
1907,15840
1907,15841
1907,15842
1907,15843
1907,15844
1907,15845
1907,15846
1907,15847
1907,15848
1907,15849
1907,15850
1907,15851
1907,15852
1907,15853
1907,15855
1907,15856
1907,15857
1907,15858
1907,15859
1907,15860
1907,15861
1907,15862
1907,15863
1907,15864
1907,15865
1907,15866
1907,15867
1907,15868
1907,15869
1907,15870
1907,15871
1907,15872
1907,15873
1907,15874
1907,15875
1907,15876
1907,15877
1907,15878
1907,15879
1907,15880
1907,15881
1907,15882
1907,15883
1907,15884
1907,15885
1907,15886
1907,15887
1907,15888
1907,15889
1907,15890
1907,15891
1907,15892
1907,15893
1907,15894
1907,15895
1907,15896
1907,15897
1907,15898
1907,15899
1907,15900
1907,15901
1907,15902
1907,15903
1907,15904
1907,15905
1907,15906
1907,15907
1907,15908
1907,15909
1907,15910
1907,15911
1907,15912
1907,15913
1907,15914
1907,15915
1907,15916
1907,15917
1907,15918
1907,15919
1907,15920
1907,15921
1907,15922
1907,15923
1907,15924
1907,15925
1907,15926
1907,15927
1907,15928
1907,15929
1907,15930
1907,15931
1907,15932
1907,15933
1907,15934
1907,15935
1907,15936
1907,15937
1907,15938
1907,15939
1907,15940
1907,15941
1907,15942
1908,15943
1908,15944
1908,15945
1908,15946
1908,15947
1908,15948
1908,15949
1908,15950
1908,15951
1908,15952
1908,15953
1908,15954
1908,15955
1908,15956
1908,15957
1908,15958
1908,15959
1908,15960
1908,15961
1908,15962
1908,15963
1908,15964
1908,15965
1908,15966
1908,15967
1908,15968
1908,15969
1908,15970
1908,15971
1908,15972
1908,15973
1908,15974
1908,15975
1908,15976
1908,15977
1908,15978
1908,15979
1908,15980
1908,15981
1908,15982
1908,15983
1908,15984
1908,15985
1908,15986
1908,15987
1908,15988
1908,15989
1908,15990
1908,15991
1908,15992
1908,15993
1908,15994
1908,15995
1908,15996
1908,15997
1908,15998
1908,15999
1908,16000
1908,16001
1908,16002
1908,16003
1908,16004
1908,16005
1908,16006
1908,16007
1908,16008
1908,16009
1908,16010
1908,16011
1908,16012
1908,16013
1908,16014
1908,16015
1908,16016
1908,16017
1908,16018
1908,16019
1908,16020
1908,16021
1908,16022
1908,16023
1908,16024
1908,16025
1908,16026
1908,16027
1908,16028
1908,16029
1908,16030
1908,16031
1908,16033
1908,16084
1908,16085
1908,16086
1908,16087
1908,16088
1908,16089
1908,16090
1908,16091
1908,16092
1908,16093
1908,16094
1908,16095
1908,16096
1908,16097
1908,16098
1908,16099
1908,16100
1908,16101
1908,16102
1908,16103
1908,16104
1908,16105
1908,16106
1908,16107
1908,16108
1908,16109
1908,16110
1908,16111
1908,16112
1908,16113
1908,16114
1908,16115
1908,16116
1908,16117
1908,16118
1908,16119
1908,16120
1908,16121
1908,16122
1908,16123
1908,16125
1908,16126
1908,16127
1908,16128
1908,16129
1908,16130
1908,16131
1908,16132
1908,16133
1908,16134
1908,16135
1908,16136
1908,16137
1908,16138
1908,16139
1908,16140
1908,16141
1908,16142
1908,16143
1908,16144
1908,16145
1908,16146
1908,16147
1908,16148
1908,16149
1908,16150
1908,16151
1908,16152
1908,16153
1908,16154
1908,16155
1908,16156
1908,16157
1908,16158
1908,16159
1908,16160
1908,16161
1908,16162
1908,16163
1908,16164
1908,16165
1908,16166
1908,16167
1908,16168
1908,16169
1908,16170
1908,16173
1908,16174
1908,16175
1908,16176
1908,16177
1908,16178
1908,16179
1908,16180
1908,16181
1908,16182
1908,16183
1908,16184
1908,16185
1908,16186
1908,16187
1908,16188
1908,16189
1908,16190
1908,16191
1908,16192
1908,16193
1908,16194
1908,16195
1908,16196
1908,16197
1908,16198
1908,16199
1908,16200
1908,16201
1908,16202
1908,16203
1908,16204
1908,16205
1908,16206
1908,16207
1908,16208
1908,16209
1908,16230
1908,16231
1908,16233
1908,16264
1908,16265
1908,16266
1908,16267
1908,16268
1908,16269
1908,16270
1908,16271
1908,16272
1908,16273
1908,16274
1908,16275
1908,16276
1908,16277
1908,16278
1908,16279
1908,16280
1908,16281
1908,16282
1908,16283
1908,16284
1908,16285
1908,16286
1908,16287
1908,16288
1908,16289
1908,16290
1908,16291
1908,16292
1908,16293
1908,16294
1908,16295
1908,16296
1908,16297
1908,16298
1908,16299
1908,16300
1908,16301
1908,16302
1908,16303
1908,16304
1908,16305
1908,16306
1908,17171
1908,17172
1909,16309
1909,16310
1909,16311
1909,16312
1909,16313
1909,16314
1909,16315
1909,16316
1909,16317
1909,16318
1909,16319
1909,16320
1909,16321
1909,16322
1909,16323
1909,16324
1909,16325
1909,16326
1909,16327
1909,16328
1909,16329
1909,16330
1909,16331
1909,16332
1909,16333
1909,16334
1909,16335
1909,16336
1909,16337
1909,16339
1909,16340
1909,16341
1909,16342
1909,16343
1909,16344
1909,16345
1909,16346
1909,16347
1909,16348
1909,16349
1909,16350
1909,16351
1909,16352
1909,16353
1909,16354
1909,16355
1909,16356
1909,16357
1909,16358
1909,16359
1909,16360
1909,16361
1909,16362
1909,16363
1909,16364
1909,16365
1909,16366
1909,16367
1909,16368
1909,16369
1909,16370
1909,16371
1909,16372
1909,16373
1909,16374
1909,16375
1909,16376
1909,16377
1909,16378
1909,16379
1909,16380
1909,16381
1909,16382
1909,16383
1909,16384
1909,16385
1909,16386
1909,16387
1909,16388
1909,16389
1909,16390
1909,16391
1909,16392
1909,16393
1909,16394
1909,16395
1909,16396
1909,16397
1909,16398
1909,16399
1909,16400
1909,16401
1909,16402
1909,16403
1909,16404
1909,16405
1909,16406
1909,16407
1909,16408
1909,16409
1909,16410
1909,16411
1909,16412
1909,16413
1909,16414
1909,16415
1909,16416
1909,16417
1909,16418
1909,16419
1909,16420
1909,16421
1909,16422
1909,16423
1909,16424
1909,16425
1909,16426
1909,16427
1909,16428
1909,16429
1909,16430
1909,16431
1909,16432
